epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
1.0	0.052369508892297745	0.07633334398269653	0.07430441417307998	0.046056341379880905	0.12933234870433807	0.09270030044347465	0.041101910173892975	0.16796641051769257	0.10712801810388352	0.037690553814172745	0.202238067984581	0.11977563867024928	0.03519801050424576	0.23063848912715912	0.13041508061671914
2.0	0.06546811014413834	0.09480615705251694	0.09568904091614547	0.0559900626540184	0.15666599571704865	0.11642310370438295	0.05005799978971481	0.20259687304496765	0.13381490338844904	0.04567936807870865	0.24071218073368073	0.14833080210499072	0.04238276556134224	0.2719695270061493	0.16016162722223243
3.0	0.06299088895320892	0.08984828740358353	0.09090206328933113	0.05484672635793686	0.14933384954929352	0.11109437593194382	0.050220929086208344	0.1991526484489441	0.12991819623159032	0.0464395210146904	0.2391781359910965	0.145215116104683	0.04342004656791687	0.27248620986938477	0.15780797362300775
4.0	0.06711681932210922	0.09379890561103821	0.09605466840146867	0.05782932788133621	0.15549810230731964	0.11647268660446763	0.05262083187699318	0.20591935515403748	0.1354393726686026	0.04842999204993248	0.24377243220806122	0.15022843340164757	0.04561888799071312	0.28056713938713074	0.1640644714387937
5.0	0.0690886527299881	0.0953698456287384	0.09991227313434471	0.059606462717056274	0.1575983166694641	0.12030637267949852	0.05403480306267738	0.20592395961284637	0.1385646137876915	0.04986744374036789	0.24641837179660797	0.154057117444665	0.04696105420589447	0.283292293548584	0.16791641406990104
6.0	0.06941176950931549	0.09410063922405243	0.10153846804340477	0.060898926109075546	0.15904192626476288	0.12297484711921727	0.05516156181693077	0.2078244686126709	0.1413460047205801	0.051079124212265015	0.2499712109565735	0.15737677327888022	0.048167359083890915	0.2869627773761749	0.17145061178511722
7.0	0.07224523276090622	0.09574536234140396	0.1043172750909526	0.062398511916399	0.16185303032398224	0.12557697592790698	0.056039776653051376	0.20874559879302979	0.14318157095761933	0.05208160728216171	0.25182798504829407	0.1595767674363552	0.04961225762963295	0.29363179206848145	0.17526729156429274
8.0	0.07420878112316132	0.09739799797534943	0.10502548502432951	0.06350455433130264	0.16298966109752655	0.12563123549980076	0.057265955954790115	0.21181902289390564	0.14376035950668264	0.053523194044828415	0.25751468539237976	0.1611065135317563	0.051673565059900284	0.3084009885787964	0.17965917084732103
9.0	0.0758160799741745	0.09862867742776871	0.10550279905713734	0.06469760090112686	0.16554617881774902	0.12652134413127922	0.058969903737306595	0.2200862020254135	0.14660166306133546	0.0559527724981308	0.2744162976741791	0.16689746818977255	0.0533471442759037	0.3224512040615082	0.18457679763297377
10.0	0.07758906483650208	0.09914234280586243	0.10676432806571415	0.06645816564559937	0.16943363845348358	0.12859542857176845	0.060803648084402084	0.22690404951572418	0.14973394582180777	0.057274237275123596	0.2813401222229004	0.1699212542432258	0.054079536348581314	0.32771071791648865	0.186910997672867
11.0	0.07776305079460144	0.10015249997377396	0.10489896207057818	0.06787075847387314	0.17218467593193054	0.12792543701729678	0.06206296756863594	0.23208804428577423	0.14995961819107959	0.057615987956523895	0.28320714831352234	0.16890768580485552	0.05449710413813591	0.33074814081192017	0.18631733138752335
12.0	0.07846727967262268	0.10095087438821793	0.10541782060571203	0.06841342151165009	0.1730305701494217	0.12834576169796952	0.06256835907697678	0.23274365067481995	0.1502824004320646	0.05826636403799057	0.2860702574253082	0.1700197176307506	0.05489477515220642	0.3332657814025879	0.18724966864111986
13.0	0.08040596544742584	0.10319363325834274	0.10771202164754907	0.0703686773777008	0.17647981643676758	0.1311607479912284	0.06404032558202744	0.23893430829048157	0.15382609686813156	0.059258490800857544	0.29049018025398254	0.1730310385971224	0.055156584829092026	0.33577069640159607	0.1893743804923478
14.0	0.08405137062072754	0.10699629783630371	0.11264507662014826	0.07389809191226959	0.18331526219844818	0.13702710592048412	0.06665010005235672	0.24534620344638824	0.1594579673584371	0.061313170939683914	0.29782038927078247	0.1787995933680847	0.056922949850559235	0.3427903354167938	0.19514218703207223
15.0	0.08930405974388123	0.11158525198698044	0.11843234874796463	0.07837199419736862	0.19323396682739258	0.14424801113615557	0.07018503546714783	0.2548554539680481	0.1665689932444305	0.06402651965618134	0.30683135986328125	0.1857207992782394	0.05923943966627121	0.35102105140686035	0.20185369172293602
16.0	0.09316486865282059	0.11764051765203476	0.1238769342866133	0.07994614541530609	0.19842055439949036	0.1488649702858911	0.07120132446289062	0.26061204075813293	0.17121191515443543	0.06486950814723969	0.31228914856910706	0.19026281103301432	0.06002485379576683	0.35610657930374146	0.206458505066582
17.0	0.09541011601686478	0.12209100276231766	0.12835841709957577	0.08100248873233795	0.20367662608623505	0.15314658926032662	0.07183926552534103	0.26560714840888977	0.1753530599177041	0.06531068682670593	0.31813615560531616	0.19461992510858886	0.06039104983210564	0.36217567324638367	0.21086757733955175
18.0	0.09744822233915329	0.1265883892774582	0.13243886281253528	0.0829038992524147	0.2104380875825882	0.15816185027590487	0.07331676781177521	0.27295416593551636	0.1805938329921856	0.06667356938123703	0.3249785602092743	0.19985154806238514	0.06127920746803284	0.36816510558128357	0.21571649370623872
19.0	0.09913835674524307	0.12862859666347504	0.13519273464940912	0.08426263928413391	0.21336118876934052	0.1610340336834656	0.07471416890621185	0.2772473394870758	0.1840047933875793	0.06767398118972778	0.3297203779220581	0.20327596035171228	0.062129247933626175	0.37338346242904663	0.21926844141563617
20.0	0.10444077104330063	0.13770854473114014	0.1430112434211894	0.08754349499940872	0.22320258617401123	0.16858681037954062	0.07695388048887253	0.28571054339408875	0.19096619785745308	0.069707952439785	0.3392854332923889	0.21070385617284193	0.06401491165161133	0.38435500860214233	0.22720840282499408
21.0	0.1067357137799263	0.14074142277240753	0.14739415508258197	0.08908450603485107	0.22763262689113617	0.17321723077005477	0.07859983295202255	0.2932143211364746	0.19669234489653997	0.0712510347366333	0.34691423177719116	0.21665975311637845	0.06536702066659927	0.3919358253479004	0.23322143243021667
22.0	0.10932892560958862	0.14464549720287323	0.15227984402715006	0.09121374785900116	0.23258931934833527	0.178523983823631	0.08024302870035172	0.2995005249977112	0.2023417697269517	0.07249999791383743	0.35416945815086365	0.22251441741541073	0.0664987564086914	0.39929959177970886	0.23919836346190937
23.0	0.11400993913412094	0.1511111706495285	0.1607152631253785	0.09449047595262527	0.2413494884967804	0.1872719518299384	0.08267881721258163	0.30792680382728577	0.21091415805056565	0.07432063668966293	0.36174264550209045	0.2308225625233867	0.06805799156427383	0.4080807864665985	0.24783913361826337
24.0	0.11726594716310501	0.15466682612895966	0.16508863890423636	0.09694697707891464	0.24679607152938843	0.19201602741262155	0.08470312505960464	0.31549668312072754	0.21621456908081282	0.0762178972363472	0.3702518939971924	0.23654139468131455	0.06962385773658752	0.41616547107696533	0.25347310891434216
25.0	0.12130903452634811	0.16033554077148438	0.1708163911939566	0.09966859966516495	0.2538258135318756	0.19794341579879185	0.08687656372785568	0.3227802515029907	0.22232530870649342	0.07806751877069473	0.37946784496307373	0.24317860271734912	0.0711466446518898	0.4246155321598053	0.2599995630164703
26.0	0.12249378859996796	0.1633734405040741	0.17363709296526342	0.10078707337379456	0.25718072056770325	0.20125967587211618	0.0878707617521286	0.3275151550769806	0.2261610589730198	0.07867232710123062	0.38288775086402893	0.24662394745307437	0.07192046195268631	0.4308307468891144	0.2642844825772053
27.0	0.1252444088459015	0.1668759435415268	0.17767684627487723	0.10228665918111801	0.2605595290660858	0.20473154226203136	0.08917978405952454	0.33213356137275696	0.22999989410102242	0.07985293865203857	0.3884158730506897	0.25083725374513416	0.07264623045921326	0.4344483017921448	0.267898420819468
28.0	0.12574149668216705	0.16734056174755096	0.1788549368841766	0.1024109348654747	0.26147425174713135	0.20585722467478743	0.0892847329378128	0.33333471417427063	0.23122198722987766	0.08031482994556427	0.3896550238132477	0.2523971094841231	0.07329080253839493	0.4378509819507599	0.27013660431627834
29.0	0.12723280489444733	0.16988271474838257	0.18061502380628233	0.10330571979284286	0.2634660005569458	0.20741437670630697	0.09044738858938217	0.33571577072143555	0.23316032774338735	0.08111018687486649	0.3935215473175049	0.2545156236029122	0.07399336993694305	0.4412672519683838	0.2722123154165435
30.0	0.12772990763187408	0.17009007930755615	0.1817208341009539	0.10403479635715485	0.26472944021224976	0.20890517628226363	0.09083954989910126	0.3371050953865051	0.23456696478922295	0.0815265104174614	0.39477843046188354	0.2559478868553845	0.0740613043308258	0.4413842558860779	0.27314522405032143
